,행정구역명,기준일,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,기준월,기준년
714,아라동,2018-11-01,33087,13311,2.49,16484,16603,0.99,11,2018
715,아라동,2018-12-01,33099,13337,2.48,16475,16624,0.99,12,2018
716,아라동,2019-01-01,33347,13418,2.49,16621,16726,0.99,1,2019
717,아라동,2019-02-01,33493,13486,2.48,16665,16828,0.99,2,2019
718,아라동,2019-03-01,33566,13517,2.48,16694,16872,0.99,3,2019
719,아라동,2019-04-01,33687,13572,2.48,16756,16931,0.99,4,2019
720,아라동,2019-05-01,33799,13629,2.48,16823,16976,0.99,5,2019
721,아라동,2019-06-01,33888,13662,2.48,16865,17023,0.99,6,2019
722,아라동,2019-07-01,34037,13734,2.48,16971,17066,0.99,7,2019
723,아라동,2019-08-01,34195,13812,2.48,17066,17129,1.0,8,2019
724,아라동,2019-09-01,34357,13898,2.47,17147,17210,1.0,9,2019
725,아라동,2019-10-01,34592,13977,2.47,17263,17329,1.0,10,2019
726,아라동,2019-11-01,34727,14032,2.47,17310,17417,0.99,11,2019
727,아라동,2019-12-01,34806,14065,2.47,17352,17454,0.99,12,2019
728,아라동,2020-01-01,34879,14092,2.48,17365,17514,0.99,1,2020
729,아라동,2020-02-01,34955,14137,2.47,17399,17556,0.99,2,2020
730,아라동,2020-03-01,35008,14211,2.46,17404,17604,0.99,3,2020
731,아라동,2020-04-01,35144,14324,2.45,17486,17658,0.99,4,2020
732,아라동,2020-05-01,35281,14442,2.44,17556,17725,0.99,5,2020
733,아라동,2020-06-01,35460,14535,2.44,17639,17821,0.99,6,2020
734,아라동,2020-07-01,35511,14575,2.44,17681,17830,0.99,7,2020
735,아라동,2020-08-01,35937,14797,2.43,17889,18048,0.99,8,2020
736,아라동,2020-09-01,36590,15155,2.41,18215,18375,0.99,9,2020
737,아라동,2020-10-01,36776,15250,2.41,18285,18491,0.99,10,2020
738,아라동,2020-11-01,36912,15329,2.41,18333,18579,0.99,11,2020
739,아라동,2020-12-01,37070,15412,2.41,18421,18649,0.99,12,2020
740,아라동,2021-01-01,37416,15563,2.4,18592,18824,0.99,1,2021
741,아라동,2021-02-01,37836,15729,2.41,18768,19068,0.98,2,2021
742,아라동,2021-03-01,38072,15863,2.4,18844,19228,0.98,3,2021
743,아라동,2021-04-01,38176,15925,2.4,18889,19287,0.98,4,2021
744,아라동,2021-05-01,38243,15972,2.39,18899,19344,0.98,5,2021
745,아라동,2021-06-01,38359,16025,2.39,18962,19397,0.98,6,2021
746,아라동,2021-07-01,38431,16086,2.39,18993,19438,0.98,7,2021
747,아라동,2021-08-01,38474,16151,2.38,19018,19456,0.98,8,2021
748,안덕면,2018-01-01,11462,5733,2.0,5938,5524,1.07,1,2018
749,안덕면,2018-02-01,11545,5802,1.99,5985,5560,1.08,2,2018
750,안덕면,2018-03-01,11595,5835,1.99,6003,5592,1.07,3,2018
751,안덕면,2018-04-01,11677,5890,1.98,6047,5630,1.07,4,2018
752,안덕면,2018-05-01,11720,5924,1.98,6072,5648,1.08,5,2018
753,안덕면,2018-06-01,11715,5927,1.98,6070,5645,1.08,6,2018
754,안덕면,2018-07-01,11746,5939,1.98,6101,5645,1.08,7,2018
755,안덕면,2018-08-01,11803,5969,1.98,6128,5675,1.08,8,2018
756,안덕면,2018-09-01,11871,6022,1.97,6145,5726,1.07,9,2018
757,안덕면,2018-10-01,11871,6033,1.97,6150,5721,1.07,10,2018
758,안덕면,2018-11-01,11904,6053,1.97,6169,5735,1.08,11,2018
759,안덕면,2018-12-01,11867,6033,1.97,6138,5729,1.07,12,2018
760,안덕면,2019-01-01,11858,6050,1.96,6120,5738,1.07,1,2019
761,안덕면,2019-02-01,11835,6052,1.96,6100,5735,1.06,2,2019
762,안덕면,2019-03-01,11824,6048,1.96,6094,5730,1.06,3,2019
763,안덕면,2019-04-01,11839,6056,1.95,6112,5727,1.07,4,2019
764,안덕면,2019-05-01,11867,6061,1.96,6116,5751,1.06,5,2019
765,안덕면,2019-06-01,11888,6073,1.96,6136,5752,1.07,6,2019
766,안덕면,2019-07-01,11909,6103,1.95,6146,5763,1.07,7,2019
767,안덕면,2019-08-01,11952,6131,1.95,6170,5782,1.07,8,2019
768,안덕면,2019-09-01,11981,6147,1.95,6186,5795,1.07,9,2019
769,안덕면,2019-10-01,11967,6155,1.94,6171,5796,1.06,10,2019
770,안덕면,2019-11-01,11988,6160,1.95,6190,5798,1.07,11,2019
771,안덕면,2019-12-01,12023,6182,1.94,6218,5805,1.07,12,2019
772,안덕면,2020-01-01,12053,6192,1.95,6234,5819,1.07,1,2020
773,안덕면,2020-02-01,12044,6180,1.95,6224,5820,1.07,2,2020
774,안덕면,2020-03-01,12020,6182,1.94,6228,5792,1.08,3,2020
775,안덕면,2020-04-01,11980,6143,1.95,6190,5790,1.07,4,2020
776,안덕면,2020-05-01,11974,6150,1.95,6172,5802,1.06,5,2020
777,안덕면,2020-06-01,11940,6141,1.94,6161,5779,1.07,6,2020
778,안덕면,2020-07-01,11956,6147,1.95,6160,5796,1.06,7,2020
779,안덕면,2020-08-01,11986,6176,1.94,6180,5806,1.06,8,2020
780,안덕면,2020-09-01,12008,6198,1.94,6186,5822,1.06,9,2020
781,안덕면,2020-10-01,11965,6185,1.93,6162,5803,1.06,10,2020
782,안덕면,2020-11-01,11980,6187,1.94,6174,5806,1.06,11,2020
783,안덕면,2020-12-01,11982,6196,1.93,6174,5808,1.06,12,2020
784,안덕면,2021-01-01,12034,6240,1.93,6208,5826,1.07,1,2021
785,안덕면,2021-02-01,12049,6226,1.94,6214,5835,1.06,2,2021
786,안덕면,2021-03-01,12095,6231,1.94,6240,5855,1.07,3,2021
787,안덕면,2021-04-01,12121,6239,1.94,6261,5860,1.07,4,2021
788,안덕면,2021-05-01,12164,6277,1.94,6285,5879,1.07,5,2021
789,안덕면,2021-06-01,12205,6288,1.94,6306,5899,1.07,6,2021
790,안덕면,2021-07-01,12233,6334,1.93,6320,5913,1.07,7,2021
791,안덕면,2021-08-01,12233,6339,1.93,6332,5901,1.07,8,2021
792,애월읍,2018-01-01,34271,14815,2.31,17708,16563,1.07,1,2018
793,애월읍,2018-02-01,34386,14881,2.31,17777,16609,1.07,2,2018
794,애월읍,2018-03-01,34491,14943,2.31,17842,16649,1.07,3,2018
795,애월읍,2018-04-01,34628,15006,2.31,17927,16701,1.07,4,2018
796,애월읍,2018-05-01,34705,15067,2.3,17952,16753,1.07,5,2018
797,애월읍,2018-06-01,34831,15139,2.3,18005,16826,1.07,6,2018
798,애월읍,2018-07-01,34943,15210,2.3,18069,16874,1.07,7,2018
799,애월읍,2018-08-01,35045,15273,2.29,18129,16916,1.07,8,2018
800,애월읍,2018-09-01,35140,15333,2.29,18182,16958,1.07,9,2018
801,애월읍,2018-10-01,35300,15451,2.28,18273,17027,1.07,10,2018
802,애월읍,2018-11-01,35402,15531,2.28,18340,17062,1.07,11,2018
803,애월읍,2018-12-01,35451,15563,2.28,18354,17097,1.07,12,2018
804,애월읍,2019-01-01,35478,15587,2.28,18400,17078,1.08,1,2019
805,애월읍,2019-02-01,35590,15663,2.27,18425,17165,1.07,2,2019
806,애월읍,2019-03-01,35734,15773,2.27,18517,17217,1.08,3,2019
807,애월읍,2019-04-01,35796,15782,2.27,18541,17255,1.07,4,2019
808,애월읍,2019-05-01,35918,15831,2.27,18585,17333,1.07,5,2019
809,애월읍,2019-06-01,36046,15909,2.27,18666,17380,1.07,6,2019
810,애월읍,2019-07-01,36051,15918,2.26,18663,17388,1.07,7,2019
811,애월읍,2019-08-01,36056,15959,2.26,18666,17390,1.07,8,2019
812,애월읍,2019-09-01,36110,16012,2.26,18693,17417,1.07,9,2019
813,애월읍,2019-10-01,36132,16047,2.25,18693,17439,1.07,10,2019
814,애월읍,2019-11-01,36182,16098,2.25,18698,17484,1.07,11,2019
815,애월읍,2019-12-01,36233,16163,2.24,18718,17515,1.07,12,2019
816,애월읍,2020-01-01,36186,16149,2.24,18697,17489,1.07,1,2020
817,애월읍,2020-02-01,36333,16233,2.24,18784,17549,1.07,2,2020
818,애월읍,2020-03-01,36359,16264,2.24,18789,17570,1.07,3,2020
819,애월읍,2020-04-01,36396,16335,2.23,18806,17590,1.07,4,2020
820,애월읍,2020-05-01,36516,16493,2.21,18841,17675,1.07,5,2020
821,애월읍,2020-06-01,36616,16568,2.21,18895,17721,1.07,6,2020
822,애월읍,2020-07-01,36705,16623,2.21,18925,17780,1.06,7,2020
823,애월읍,2020-08-01,36815,16699,2.2,18977,17838,1.06,8,2020
824,애월읍,2020-09-01,36810,16691,2.21,18959,17851,1.06,9,2020
825,애월읍,2020-10-01,36799,16732,2.2,18959,17840,1.06,10,2020
826,애월읍,2020-11-01,36842,16779,2.2,18992,17850,1.06,11,2020
827,애월읍,2020-12-01,36913,16842,2.19,19025,17888,1.06,12,2020
828,애월읍,2021-01-01,36936,16867,2.19,19026,17910,1.06,1,2021
829,애월읍,2021-02-01,37006,16911,2.19,19017,17989,1.06,2,2021
830,애월읍,2021-03-01,37072,16911,2.19,19027,18045,1.05,3,2021
831,애월읍,2021-04-01,37127,16967,2.19,19031,18096,1.05,4,2021
832,애월읍,2021-05-01,37223,17044,2.18,19075,18148,1.05,5,2021
833,애월읍,2021-06-01,37337,17111,2.18,19122,18215,1.05,6,2021
834,애월읍,2021-07-01,37430,17141,2.18,19170,18260,1.05,7,2021
835,애월읍,2021-08-01,37510,17176,2.18,19214,18296,1.05,8,2021
836,연동,2018-01-01,41609,18899,2.2,20591,21018,0.98,1,2018
837,연동,2018-02-01,41488,18894,2.2,20537,20951,0.98,2,2018
838,연동,2018-03-01,41434,18938,2.19,20484,20950,0.98,3,2018
839,연동,2018-04-01,41427,18989,2.18,20463,20964,0.98,4,2018
840,연동,2018-05-01,41458,19046,2.18,20479,20979,0.98,5,2018
841,연동,2018-06-01,41409,19094,2.17,20462,20947,0.98,6,2018
842,연동,2018-07-01,41462,19151,2.17,20429,21033,0.97,7,2018
843,연동,2018-08-01,41510,19240,2.16,20446,21064,0.97,8,2018
844,연동,2018-09-01,41493,19267,2.15,20429,21064,0.97,9,2018
845,연동,2018-10-01,41448,19311,2.15,20378,21070,0.97,10,2018
846,연동,2018-11-01,41443,19332,2.14,20384,21059,0.97,11,2018
847,연동,2018-12-01,41397,19336,2.14,20352,21045,0.97,12,2018
848,연동,2019-01-01,41418,19385,2.14,20340,21078,0.96,1,2019
849,연동,2019-02-01,41362,19413,2.13,20332,21030,0.97,2,2019
850,연동,2019-03-01,41428,19534,2.12,20398,21030,0.97,3,2019
851,연동,2019-04-01,41459,19615,2.11,20416,21043,0.97,4,2019
852,연동,2019-05-01,41503,19679,2.11,20435,21068,0.97,5,2019
853,연동,2019-06-01,41479,19688,2.11,20421,21058,0.97,6,2019
854,연동,2019-07-01,41513,19766,2.1,20403,21110,0.97,7,2019
855,연동,2019-08-01,41522,19805,2.1,20402,21120,0.97,8,2019
856,연동,2019-09-01,41522,19845,2.09,20383,21139,0.96,9,2019
857,연동,2019-10-01,41465,19859,2.09,20355,21110,0.96,10,2019
858,연동,2019-11-01,41474,19887,2.09,20370,21104,0.97,11,2019
859,연동,2019-12-01,41513,19951,2.08,20376,21137,0.96,12,2019
860,연동,2020-01-01,41487,19998,2.07,20358,21129,0.96,1,2020
861,연동,2020-02-01,41486,20094,2.06,20329,21157,0.96,2,2020
862,연동,2020-03-01,41435,20108,2.06,20290,21145,0.96,3,2020
863,연동,2020-04-01,41500,20237,2.05,20323,21177,0.96,4,2020
864,연동,2020-05-01,41528,20351,2.04,20316,21212,0.96,5,2020
865,연동,2020-06-01,41660,20446,2.04,20416,21244,0.96,6,2020
866,연동,2020-07-01,41744,20553,2.03,20475,21269,0.96,7,2020
867,연동,2020-08-01,41678,20561,2.03,20445,21233,0.96,8,2020
868,연동,2020-09-01,41714,20616,2.02,20464,21250,0.96,9,2020
869,연동,2020-10-01,41796,20714,2.02,20512,21284,0.96,10,2020
870,연동,2020-11-01,41801,20763,2.01,20487,21314,0.96,11,2020
871,연동,2020-12-01,41910,20883,2.01,20519,21391,0.96,12,2020
872,연동,2021-01-01,41908,20928,2.0,20506,21402,0.96,1,2021
873,연동,2021-02-01,41926,21021,1.99,20510,21416,0.96,2,2021
874,연동,2021-03-01,41949,21097,1.99,20535,21414,0.96,3,2021
875,연동,2021-04-01,41949,21156,1.98,20534,21415,0.96,4,2021
876,연동,2021-05-01,41953,21192,1.98,20541,21412,0.96,5,2021
877,연동,2021-06-01,41910,21203,1.98,20525,21385,0.96,6,2021
878,연동,2021-07-01,41909,21268,1.97,20532,21377,0.96,7,2021
879,연동,2021-08-01,41965,21360,1.96,20583,21382,0.96,8,2021
880,영천동,2018-01-01,5166,2344,2.2,2640,2526,1.05,1,2018
881,영천동,2018-02-01,5172,2350,2.2,2638,2534,1.04,2,2018
882,영천동,2018-03-01,5169,2346,2.2,2634,2535,1.04,3,2018
883,영천동,2018-04-01,5187,2356,2.2,2643,2544,1.04,4,2018
884,영천동,2018-05-01,5205,2361,2.2,2654,2551,1.04,5,2018
885,영천동,2018-06-01,5200,2362,2.2,2647,2553,1.04,6,2018
886,영천동,2018-07-01,5221,2381,2.19,2660,2561,1.04,7,2018
887,영천동,2018-08-01,5242,2393,2.19,2668,2574,1.04,8,2018
888,영천동,2018-09-01,5243,2398,2.19,2668,2575,1.04,9,2018
889,영천동,2018-10-01,5255,2413,2.18,2672,2583,1.03,10,2018
890,영천동,2018-11-01,5264,2421,2.17,2676,2588,1.03,11,2018
891,영천동,2018-12-01,5292,2430,2.18,2687,2605,1.03,12,2018
892,영천동,2019-01-01,5295,2430,2.18,2695,2600,1.04,1,2019
893,영천동,2019-02-01,5320,2436,2.18,2707,2613,1.04,2,2019
894,영천동,2019-03-01,5331,2441,2.18,2720,2611,1.04,3,2019
895,영천동,2019-04-01,5332,2446,2.18,2716,2616,1.04,4,2019
896,영천동,2019-05-01,5342,2456,2.18,2724,2618,1.04,5,2019
897,영천동,2019-06-01,5376,2465,2.18,2746,2630,1.04,6,2019
898,영천동,2019-07-01,5385,2472,2.18,2751,2634,1.04,7,2019
899,영천동,2019-08-01,5385,2471,2.18,2757,2628,1.05,8,2019
900,영천동,2019-09-01,5365,2460,2.18,2746,2619,1.05,9,2019
901,영천동,2019-10-01,5350,2460,2.17,2745,2605,1.05,10,2019
902,영천동,2019-11-01,5351,2457,2.18,2743,2608,1.05,11,2019
903,영천동,2019-12-01,5289,2434,2.17,2705,2584,1.05,12,2019
904,영천동,2020-01-01,5301,2439,2.17,2704,2597,1.04,1,2020
905,영천동,2020-02-01,5281,2440,2.16,2691,2590,1.04,2,2020
906,영천동,2020-03-01,5297,2445,2.17,2698,2599,1.04,3,2020
907,영천동,2020-04-01,5288,2457,2.15,2700,2588,1.04,4,2020
908,영천동,2020-05-01,5261,2462,2.14,2684,2577,1.04,5,2020
909,영천동,2020-06-01,5236,2461,2.13,2674,2562,1.04,6,2020
910,영천동,2020-07-01,5222,2467,2.12,2668,2554,1.04,7,2020
911,영천동,2020-08-01,5202,2461,2.11,2665,2537,1.05,8,2020
912,영천동,2020-09-01,5189,2461,2.11,2658,2531,1.05,9,2020
913,영천동,2020-10-01,5188,2471,2.1,2663,2525,1.05,10,2020
914,영천동,2020-11-01,5207,2477,2.1,2667,2540,1.05,11,2020
915,영천동,2020-12-01,5199,2474,2.1,2661,2538,1.05,12,2020
916,영천동,2021-01-01,5175,2475,2.09,2647,2528,1.05,1,2021
917,영천동,2021-02-01,5182,2482,2.09,2640,2542,1.04,2,2021
918,영천동,2021-03-01,5165,2463,2.1,2630,2535,1.04,3,2021
919,영천동,2021-04-01,5151,2463,2.09,2622,2529,1.04,4,2021
920,영천동,2021-05-01,5133,2452,2.09,2606,2527,1.03,5,2021
921,영천동,2021-06-01,5146,2462,2.09,2618,2528,1.04,6,2021
922,영천동,2021-07-01,5162,2475,2.09,2621,2541,1.03,7,2021
923,영천동,2021-08-01,5161,2471,2.09,2625,2536,1.04,8,2021
924,예래동,2018-01-01,3933,1859,2.12,2011,1922,1.05,1,2018
925,예래동,2018-02-01,3957,1878,2.11,2026,1931,1.05,2,2018
926,예래동,2018-03-01,3983,1899,2.1,2039,1944,1.05,3,2018
927,예래동,2018-04-01,4019,1918,2.1,2055,1964,1.05,4,2018
928,예래동,2018-05-01,4034,1934,2.09,2067,1967,1.05,5,2018
929,예래동,2018-06-01,4054,1945,2.08,2071,1983,1.04,6,2018
930,예래동,2018-07-01,4026,1936,2.08,2057,1969,1.04,7,2018
931,예래동,2018-08-01,4064,1948,2.09,2075,1989,1.04,8,2018
932,예래동,2018-09-01,4083,1963,2.08,2084,1999,1.04,9,2018
933,예래동,2018-10-01,4092,1970,2.08,2085,2007,1.04,10,2018
934,예래동,2018-11-01,4118,1974,2.09,2103,2015,1.04,11,2018
935,예래동,2018-12-01,4136,1985,2.08,2114,2022,1.05,12,2018
936,예래동,2019-01-01,4139,1982,2.09,2115,2024,1.04,1,2019
937,예래동,2019-02-01,4126,1982,2.08,2116,2010,1.05,2,2019
938,예래동,2019-03-01,4122,1992,2.07,2123,1999,1.06,3,2019
939,예래동,2019-04-01,4099,1988,2.06,2108,1991,1.06,4,2019
940,예래동,2019-05-01,4084,1986,2.06,2103,1981,1.06,5,2019
941,예래동,2019-06-01,4066,1973,2.06,2091,1975,1.06,6,2019
942,예래동,2019-07-01,4069,1970,2.07,2092,1977,1.06,7,2019
943,예래동,2019-08-01,4047,1959,2.07,2079,1968,1.06,8,2019
944,예래동,2019-09-01,4042,1964,2.06,2071,1971,1.05,9,2019
945,예래동,2019-10-01,4014,1951,2.06,2053,1961,1.05,10,2019
946,예래동,2019-11-01,3997,1949,2.05,2036,1961,1.04,11,2019
947,예래동,2019-12-01,3974,1937,2.05,2023,1951,1.04,12,2019
948,예래동,2020-01-01,3983,1932,2.06,2019,1964,1.03,1,2020
949,예래동,2020-02-01,3978,1927,2.06,2021,1957,1.03,2,2020
950,예래동,2020-03-01,3964,1925,2.06,2016,1948,1.03,3,2020
951,예래동,2020-04-01,3954,1933,2.05,2031,1923,1.06,4,2020
952,예래동,2020-05-01,3926,1939,2.02,2022,1904,1.06,5,2020
953,예래동,2020-06-01,3935,1950,2.02,2041,1894,1.08,6,2020
954,예래동,2020-07-01,3938,1955,2.01,2039,1899,1.07,7,2020
955,예래동,2020-08-01,3934,1960,2.01,2032,1902,1.07,8,2020
956,예래동,2020-09-01,3933,1973,1.99,2027,1906,1.06,9,2020
957,예래동,2020-10-01,3938,1978,1.99,2025,1913,1.06,10,2020
958,예래동,2020-11-01,3944,1987,1.98,2025,1919,1.06,11,2020
959,예래동,2020-12-01,3938,1984,1.98,2022,1916,1.06,12,2020
960,예래동,2021-01-01,3934,1994,1.97,2018,1916,1.05,1,2021
961,예래동,2021-02-01,3917,1989,1.97,2013,1904,1.06,2,2021
962,예래동,2021-03-01,3925,1987,1.98,2007,1918,1.05,3,2021
963,예래동,2021-04-01,3908,1978,1.98,2004,1904,1.05,4,2021
964,예래동,2021-05-01,3931,1993,1.97,2021,1910,1.06,5,2021
965,예래동,2021-06-01,3915,1985,1.97,2013,1902,1.06,6,2021
966,예래동,2021-07-01,3904,1987,1.96,2005,1899,1.06,7,2021
967,예래동,2021-08-01,3900,1995,1.95,1997,1903,1.05,8,2021
968,오라동,2018-01-01,13636,5159,2.64,6889,6747,1.02,1,2018
969,오라동,2018-02-01,13729,5182,2.65,6932,6797,1.02,2,2018
970,오라동,2018-03-01,13835,5246,2.64,6993,6842,1.02,3,2018
971,오라동,2018-04-01,13932,5291,2.63,7048,6884,1.02,4,2018
972,오라동,2018-05-01,13994,5314,2.63,7086,6908,1.03,5,2018
973,오라동,2018-06-01,14217,5386,2.64,7205,7012,1.03,6,2018
974,오라동,2018-07-01,14287,5397,2.65,7246,7041,1.03,7,2018
975,오라동,2018-08-01,14361,5434,2.64,7280,7081,1.03,8,2018
976,오라동,2018-09-01,14423,5457,2.64,7312,7111,1.03,9,2018
977,오라동,2018-10-01,14515,5505,2.64,7363,7152,1.03,10,2018
978,오라동,2018-11-01,14595,5541,2.63,7391,7204,1.03,11,2018
979,오라동,2018-12-01,14673,5565,2.64,7426,7247,1.02,12,2018
980,오라동,2019-01-01,14780,5616,2.63,7482,7298,1.03,1,2019
981,오라동,2019-02-01,14819,5637,2.63,7511,7308,1.03,2,2019
982,오라동,2019-03-01,14902,5670,2.63,7558,7344,1.03,3,2019
983,오라동,2019-04-01,15042,5702,2.64,7622,7420,1.03,4,2019
984,오라동,2019-05-01,15142,5736,2.64,7662,7480,1.02,5,2019
985,오라동,2019-06-01,15191,5755,2.64,7685,7506,1.02,6,2019
986,오라동,2019-07-01,15191,5757,2.64,7671,7520,1.02,7,2019
987,오라동,2019-08-01,15235,5771,2.64,7702,7533,1.02,8,2019
988,오라동,2019-09-01,15266,5780,2.64,7711,7555,1.02,9,2019
989,오라동,2019-10-01,15287,5798,2.64,7736,7551,1.02,10,2019
990,오라동,2019-11-01,15300,5798,2.64,7739,7561,1.02,11,2019
991,오라동,2019-12-01,15334,5822,2.63,7741,7593,1.02,12,2019
992,오라동,2020-01-01,15397,5862,2.63,7770,7627,1.02,1,2020
993,오라동,2020-02-01,15425,5904,2.61,7788,7637,1.02,2,2020
994,오라동,2020-03-01,15522,5938,2.61,7835,7687,1.02,3,2020
995,오라동,2020-04-01,15611,5987,2.61,7877,7734,1.02,4,2020
996,오라동,2020-05-01,15703,6052,2.59,7919,7784,1.02,5,2020
997,오라동,2020-06-01,15730,6080,2.59,7921,7809,1.01,6,2020
998,오라동,2020-07-01,15747,6083,2.59,7921,7826,1.01,7,2020
999,오라동,2020-08-01,15789,6090,2.59,7957,7832,1.02,8,2020
1000,오라동,2020-09-01,15751,6082,2.59,7949,7802,1.02,9,2020
1001,오라동,2020-10-01,15757,6105,2.58,7949,7808,1.02,10,2020
1002,오라동,2020-11-01,15738,6100,2.58,7934,7804,1.02,11,2020
1003,오라동,2020-12-01,15746,6117,2.57,7956,7790,1.02,12,2020
1004,오라동,2021-01-01,15713,6110,2.57,7955,7758,1.03,1,2021
1005,오라동,2021-02-01,15752,6133,2.57,7972,7780,1.02,2,2021
1006,오라동,2021-03-01,15766,6137,2.57,7999,7767,1.03,3,2021
1007,오라동,2021-04-01,15790,6161,2.56,8002,7788,1.03,4,2021
1008,오라동,2021-05-01,15800,6181,2.56,7995,7805,1.02,5,2021
1009,오라동,2021-06-01,15748,6178,2.55,7969,7779,1.02,6,2021
1010,오라동,2021-07-01,15808,6208,2.55,7989,7819,1.02,7,2021
1011,오라동,2021-08-01,15837,6221,2.55,8007,7830,1.02,8,2021
1012,외도동,2018-01-01,20828,7838,2.66,10483,10345,1.01,1,2018
1013,외도동,2018-02-01,20870,7898,2.64,10520,10350,1.02,2,2018
1014,외도동,2018-03-01,20992,7955,2.64,10591,10401,1.02,3,2018
1015,외도동,2018-04-01,21041,7969,2.64,10641,10400,1.02,4,2018
1016,외도동,2018-05-01,21071,7997,2.63,10659,10412,1.02,5,2018
1017,외도동,2018-06-01,21145,8042,2.63,10690,10455,1.02,6,2018
1018,외도동,2018-07-01,21232,8064,2.63,10739,10493,1.02,7,2018
1019,외도동,2018-08-01,21367,8130,2.63,10806,10561,1.02,8,2018
1020,외도동,2018-09-01,21415,8149,2.63,10825,10590,1.02,9,2018
1021,외도동,2018-10-01,21440,8162,2.63,10835,10605,1.02,10,2018
1022,외도동,2018-11-01,21438,8163,2.63,10823,10615,1.02,11,2018
1023,외도동,2018-12-01,21445,8167,2.63,10825,10620,1.02,12,2018
1024,외도동,2019-01-01,21443,8166,2.63,10842,10601,1.02,1,2019
1025,외도동,2019-02-01,21457,8185,2.62,10849,10608,1.02,2,2019
1026,외도동,2019-03-01,21474,8186,2.62,10853,10621,1.02,3,2019
1027,외도동,2019-04-01,21495,8197,2.62,10856,10639,1.02,4,2019
1028,외도동,2019-05-01,21528,8234,2.61,10864,10664,1.02,5,2019
1029,외도동,2019-06-01,21571,8272,2.61,10879,10692,1.02,6,2019
1030,외도동,2019-07-01,21629,8314,2.6,10904,10725,1.02,7,2019
1031,외도동,2019-08-01,21663,8347,2.6,10911,10752,1.01,8,2019
1032,외도동,2019-09-01,21660,8353,2.59,10906,10754,1.01,9,2019
1033,외도동,2019-10-01,21694,8358,2.6,10927,10767,1.01,10,2019
1034,외도동,2019-11-01,21720,8369,2.6,10943,10777,1.02,11,2019
1035,외도동,2019-12-01,21801,8414,2.59,11002,10799,1.02,12,2019
1036,외도동,2020-01-01,21742,8424,2.58,10958,10784,1.02,1,2020
1037,외도동,2020-02-01,21757,8444,2.58,10943,10814,1.01,2,2020
1038,외도동,2020-03-01,21773,8465,2.57,10942,10831,1.01,3,2020
1039,외도동,2020-04-01,21805,8510,2.56,10964,10841,1.01,4,2020
1040,외도동,2020-05-01,21866,8550,2.56,10990,10876,1.01,5,2020
1041,외도동,2020-06-01,21862,8572,2.55,10996,10866,1.01,6,2020
1042,외도동,2020-07-01,21936,8615,2.55,11023,10913,1.01,7,2020
1043,외도동,2020-08-01,21927,8606,2.55,11024,10903,1.01,8,2020
1044,외도동,2020-09-01,21941,8623,2.54,11031,10910,1.01,9,2020
1045,외도동,2020-10-01,21957,8634,2.54,11040,10917,1.01,10,2020
1046,외도동,2020-11-01,22014,8663,2.54,11057,10957,1.01,11,2020
1047,외도동,2020-12-01,22055,8676,2.54,11059,10996,1.01,12,2020
1048,외도동,2021-01-01,22091,8696,2.54,11078,11013,1.01,1,2021
1049,외도동,2021-02-01,22058,8715,2.53,11061,10997,1.01,2,2021
1050,외도동,2021-03-01,22003,8698,2.53,11027,10976,1.0,3,2021
1051,외도동,2021-04-01,21982,8694,2.53,11021,10961,1.01,4,2021
1052,외도동,2021-05-01,22031,8719,2.53,11045,10986,1.01,5,2021
1053,외도동,2021-06-01,22086,8743,2.53,11061,11025,1.0,6,2021
1054,외도동,2021-07-01,22077,8741,2.53,11035,11042,1.0,7,2021
1055,외도동,2021-08-01,22131,8752,2.53,11071,11060,1.0,8,2021
1056,용담1동,2018-01-01,7801,3665,2.13,4026,3775,1.07,1,2018
1057,용담1동,2018-02-01,7752,3648,2.13,3991,3761,1.06,2,2018
1058,용담1동,2018-03-01,7742,3643,2.13,3989,3753,1.06,3,2018
1059,용담1동,2018-04-01,7717,3633,2.12,3979,3738,1.06,4,2018
1060,용담1동,2018-05-01,7702,3629,2.12,3972,3730,1.06,5,2018
1061,용담1동,2018-06-01,7653,3606,2.12,3944,3709,1.06,6,2018
1062,용담1동,2018-07-01,7616,3585,2.12,3919,3697,1.06,7,2018
1063,용담1동,2018-08-01,7595,3574,2.13,3909,3686,1.06,8,2018
1064,용담1동,2018-09-01,7582,3568,2.13,3898,3684,1.06,9,2018
1065,용담1동,2018-10-01,7576,3554,2.13,3884,3692,1.05,10,2018
1066,용담1동,2018-11-01,7562,3555,2.13,3881,3681,1.05,11,2018
1067,용담1동,2018-12-01,7527,3543,2.12,3880,3647,1.06,12,2018
1068,용담1동,2019-01-01,7479,3532,2.12,3845,3634,1.06,1,2019
1069,용담1동,2019-02-01,7427,3513,2.11,3810,3617,1.05,2,2019
1070,용담1동,2019-03-01,7414,3500,2.12,3805,3609,1.05,3,2019
1071,용담1동,2019-04-01,7396,3506,2.11,3796,3600,1.05,4,2019
1072,용담1동,2019-05-01,7360,3488,2.11,3785,3575,1.06,5,2019
1073,용담1동,2019-06-01,7338,3489,2.1,3780,3558,1.06,6,2019
1074,용담1동,2019-07-01,7334,3481,2.11,3772,3562,1.06,7,2019
1075,용담1동,2019-08-01,7321,3479,2.1,3767,3554,1.06,8,2019
1076,용담1동,2019-09-01,7307,3469,2.11,3755,3552,1.06,9,2019
